,states,year,quarter,district,registered_user_counts
2859,madhya-pradesh,2018,2,dewas,84342
2860,madhya-pradesh,2018,3,indore,585621
2861,madhya-pradesh,2018,3,bhopal,474192
2862,madhya-pradesh,2018,3,gwalior,236305
2863,madhya-pradesh,2018,3,jabalpur,193535
2864,madhya-pradesh,2018,3,ujjain,143770
2865,madhya-pradesh,2018,3,sagar,128283
2866,madhya-pradesh,2018,3,rewa,125803
2867,madhya-pradesh,2018,3,dhar,110726
2868,madhya-pradesh,2018,3,chhindwara,109266
2869,madhya-pradesh,2018,3,dewas,105774
2870,madhya-pradesh,2018,4,indore,712479
2871,madhya-pradesh,2018,4,bhopal,571518
2872,madhya-pradesh,2018,4,gwalior,284894
2873,madhya-pradesh,2018,4,jabalpur,248495
2874,madhya-pradesh,2018,4,ujjain,177894
2875,madhya-pradesh,2018,4,sagar,162788
2876,madhya-pradesh,2018,4,rewa,160024
2877,madhya-pradesh,2018,4,chhindwara,139301
2878,madhya-pradesh,2018,4,dhar,137501
2879,madhya-pradesh,2018,4,satna,133865
2880,madhya-pradesh,2019,1,indore,844465
2881,madhya-pradesh,2019,1,bhopal,670417
2882,madhya-pradesh,2019,1,gwalior,331504
2883,madhya-pradesh,2019,1,jabalpur,295042
2884,madhya-pradesh,2019,1,ujjain,214818
2885,madhya-pradesh,2019,1,sagar,194467
2886,madhya-pradesh,2019,1,rewa,188803
2887,madhya-pradesh,2019,1,chhindwara,168633
2888,madhya-pradesh,2019,1,dhar,166663
2889,madhya-pradesh,2019,1,satna,160954
2890,madhya-pradesh,2019,2,indore,955207
2891,madhya-pradesh,2019,2,bhopal,756839
2892,madhya-pradesh,2019,2,gwalior,373367
2893,madhya-pradesh,2019,2,jabalpur,336963
2894,madhya-pradesh,2019,2,ujjain,247033
2895,madhya-pradesh,2019,2,sagar,219328
2896,madhya-pradesh,2019,2,rewa,211420
2897,madhya-pradesh,2019,2,chhindwara,192226
2898,madhya-pradesh,2019,2,dhar,190659
2899,madhya-pradesh,2019,2,satna,182176
2900,madhya-pradesh,2019,3,indore,1071598
2901,madhya-pradesh,2019,3,bhopal,846170
2902,madhya-pradesh,2019,3,gwalior,417846
2903,madhya-pradesh,2019,3,jabalpur,380209
2904,madhya-pradesh,2019,3,ujjain,280589
2905,madhya-pradesh,2019,3,sagar,243729
2906,madhya-pradesh,2019,3,rewa,232367
2907,madhya-pradesh,2019,3,chhindwara,214945
2908,madhya-pradesh,2019,3,dhar,214712
2909,madhya-pradesh,2019,3,satna,203019
2910,madhya-pradesh,2019,4,indore,1181500
2911,madhya-pradesh,2019,4,bhopal,926576
2912,madhya-pradesh,2019,4,gwalior,461960
2913,madhya-pradesh,2019,4,jabalpur,422786
2914,madhya-pradesh,2019,4,ujjain,314250
2915,madhya-pradesh,2019,4,sagar,272650
2916,madhya-pradesh,2019,4,rewa,260351
2917,madhya-pradesh,2019,4,dhar,242108
2918,madhya-pradesh,2019,4,chhindwara,240962
2919,madhya-pradesh,2019,4,satna,228680
2920,madhya-pradesh,2020,1,indore,1287857
2921,madhya-pradesh,2020,1,bhopal,1003288
2922,madhya-pradesh,2020,1,gwalior,506221
2923,madhya-pradesh,2020,1,jabalpur,462069
2924,madhya-pradesh,2020,1,ujjain,349476
2925,madhya-pradesh,2020,1,sagar,299753
2926,madhya-pradesh,2020,1,rewa,285832
2927,madhya-pradesh,2020,1,dhar,270891
2928,madhya-pradesh,2020,1,chhindwara,268008
2929,madhya-pradesh,2020,1,satna,253988
2930,madhya-pradesh,2020,2,indore,1410157
2931,madhya-pradesh,2020,2,bhopal,1080094
2932,madhya-pradesh,2020,2,gwalior,554377
2933,madhya-pradesh,2020,2,jabalpur,507707
2934,madhya-pradesh,2020,2,ujjain,395028
2935,madhya-pradesh,2020,2,sagar,333878
2936,madhya-pradesh,2020,2,rewa,313486
2937,madhya-pradesh,2020,2,dhar,310389
2938,madhya-pradesh,2020,2,chhindwara,302791
2939,madhya-pradesh,2020,2,satna,281414
2940,madhya-pradesh,2020,3,indore,1524036
2941,madhya-pradesh,2020,3,bhopal,1162000
2942,madhya-pradesh,2020,3,gwalior,603096
2943,madhya-pradesh,2020,3,jabalpur,555235
2944,madhya-pradesh,2020,3,ujjain,436068
2945,madhya-pradesh,2020,3,sagar,368745
2946,madhya-pradesh,2020,3,dhar,346394
2947,madhya-pradesh,2020,3,rewa,343897
2948,madhya-pradesh,2020,3,chhindwara,336306
2949,madhya-pradesh,2020,3,satna,311884
2950,madhya-pradesh,2020,4,indore,1645564
2951,madhya-pradesh,2020,4,bhopal,1249343
2952,madhya-pradesh,2020,4,gwalior,652985
2953,madhya-pradesh,2020,4,jabalpur,604034
2954,madhya-pradesh,2020,4,ujjain,475637
2955,madhya-pradesh,2020,4,sagar,402006
2956,madhya-pradesh,2020,4,dhar,382523
2957,madhya-pradesh,2020,4,rewa,374099
2958,madhya-pradesh,2020,4,chhindwara,370027
2959,madhya-pradesh,2020,4,satna,340632
2960,madhya-pradesh,2021,1,indore,1769869
2961,madhya-pradesh,2021,1,bhopal,1340741
2962,madhya-pradesh,2021,1,gwalior,703232
2963,madhya-pradesh,2021,1,jabalpur,650087
2964,madhya-pradesh,2021,1,ujjain,513868
2965,madhya-pradesh,2021,1,sagar,432938
2966,madhya-pradesh,2021,1,dhar,415117
2967,madhya-pradesh,2021,1,rewa,403013
2968,madhya-pradesh,2021,1,chhindwara,399276
2969,madhya-pradesh,2021,1,satna,368299
2970,madhya-pradesh,2021,2,indore,1892259
2971,madhya-pradesh,2021,2,bhopal,1431127
2972,madhya-pradesh,2021,2,gwalior,753172
2973,madhya-pradesh,2021,2,jabalpur,695130
2974,madhya-pradesh,2021,2,ujjain,552204
2975,madhya-pradesh,2021,2,sagar,464791
2976,madhya-pradesh,2021,2,dhar,447074
2977,madhya-pradesh,2021,2,rewa,432682
2978,madhya-pradesh,2021,2,chhindwara,428800
2979,madhya-pradesh,2021,2,satna,395440
2980,madhya-pradesh,2021,3,indore,2028266
2981,madhya-pradesh,2021,3,bhopal,1531544
2982,madhya-pradesh,2021,3,gwalior,809887
2983,madhya-pradesh,2021,3,jabalpur,745631
2984,madhya-pradesh,2021,3,ujjain,596195
2985,madhya-pradesh,2021,3,sagar,501819
2986,madhya-pradesh,2021,3,dhar,483901
2987,madhya-pradesh,2021,3,rewa,466895
2988,madhya-pradesh,2021,3,chhindwara,462834
2989,madhya-pradesh,2021,3,satna,426929
2990,madhya-pradesh,2021,4,indore,2164101
2991,madhya-pradesh,2021,4,bhopal,1633266
2992,madhya-pradesh,2021,4,gwalior,866561
2993,madhya-pradesh,2021,4,jabalpur,796148
2994,madhya-pradesh,2021,4,ujjain,639197
2995,madhya-pradesh,2021,4,sagar,538447
2996,madhya-pradesh,2021,4,dhar,519970
2997,madhya-pradesh,2021,4,rewa,500513
2998,madhya-pradesh,2021,4,chhindwara,495990
2999,madhya-pradesh,2021,4,satna,457858
3000,madhya-pradesh,2022,1,indore,2291709
3001,madhya-pradesh,2022,1,bhopal,1729248
3002,madhya-pradesh,2022,1,gwalior,919789
3003,madhya-pradesh,2022,1,jabalpur,844191
3004,madhya-pradesh,2022,1,ujjain,680599
3005,madhya-pradesh,2022,1,sagar,573791
3006,madhya-pradesh,2022,1,dhar,554545
3007,madhya-pradesh,2022,1,rewa,533627
3008,madhya-pradesh,2022,1,chhindwara,528140
3009,madhya-pradesh,2022,1,satna,488378
3010,madhya-pradesh,2022,2,indore,2412576
3011,madhya-pradesh,2022,2,bhopal,1820625
3012,madhya-pradesh,2022,2,gwalior,970340
3013,madhya-pradesh,2022,2,jabalpur,889518
3014,madhya-pradesh,2022,2,ujjain,719339
3015,madhya-pradesh,2022,2,sagar,605733
3016,madhya-pradesh,2022,2,dhar,586670
3017,madhya-pradesh,2022,2,rewa,564327
3018,madhya-pradesh,2022,2,chhindwara,557958
3019,madhya-pradesh,2022,2,satna,516107
3020,madhya-pradesh,2022,3,indore,2537328
3021,madhya-pradesh,2022,3,bhopal,1915532
3022,madhya-pradesh,2022,3,gwalior,1022539
3023,madhya-pradesh,2022,3,jabalpur,935649
3024,madhya-pradesh,2022,3,ujjain,758373
3025,madhya-pradesh,2022,3,sagar,638100
3026,madhya-pradesh,2022,3,dhar,618777
3027,madhya-pradesh,2022,3,rewa,594588
3028,madhya-pradesh,2022,3,chhindwara,587412
3029,madhya-pradesh,2022,3,satna,544011
3030,madhya-pradesh,2022,4,indore,2660518
3031,madhya-pradesh,2022,4,bhopal,2009655
3032,madhya-pradesh,2022,4,gwalior,1073648
3033,madhya-pradesh,2022,4,jabalpur,980428
3034,madhya-pradesh,2022,4,ujjain,794711
3035,madhya-pradesh,2022,4,sagar,667526
3036,madhya-pradesh,2022,4,dhar,648535
3037,madhya-pradesh,2022,4,rewa,622122
3038,madhya-pradesh,2022,4,chhindwara,613456
3039,madhya-pradesh,2022,4,satna,569320
3040,maharashtra,2018,1,pune,1211643
3041,maharashtra,2018,1,mumbai suburban,719300
3042,maharashtra,2018,1,thane,631864
3043,maharashtra,2018,1,nashik,321402
3044,maharashtra,2018,1,nagpur,280007
3045,maharashtra,2018,1,aurangabad,266324
3046,maharashtra,2018,1,mumbai,233538
3047,maharashtra,2018,1,ahmednagar,197473
3048,maharashtra,2018,1,solapur,190033
3049,maharashtra,2018,1,raigad,173015
3050,maharashtra,2018,2,pune,1592293
3051,maharashtra,2018,2,mumbai suburban,957633
3052,maharashtra,2018,2,thane,861292
3053,maharashtra,2018,2,nashik,436668
3054,maharashtra,2018,2,nagpur,380425
3055,maharashtra,2018,2,aurangabad,347838
3056,maharashtra,2018,2,mumbai,319588
3057,maharashtra,2018,2,ahmednagar,268520
3058,maharashtra,2018,2,solapur,259084
3059,maharashtra,2018,2,palghar,239053
3060,maharashtra,2018,3,pune,1974138
3061,maharashtra,2018,3,mumbai suburban,1218632
3062,maharashtra,2018,3,thane,1104206
3063,maharashtra,2018,3,nashik,552556
3064,maharashtra,2018,3,nagpur,487280
3065,maharashtra,2018,3,aurangabad,428394
3066,maharashtra,2018,3,mumbai,410878
3067,maharashtra,2018,3,ahmednagar,344804
3068,maharashtra,2018,3,solapur,331428
3069,maharashtra,2018,3,palghar,312322
3070,maharashtra,2018,4,pune,2498852
3071,maharashtra,2018,4,mumbai suburban,1578487
3072,maharashtra,2018,4,thane,1473811
3073,maharashtra,2018,4,nashik,698343
3074,maharashtra,2018,4,nagpur,627317
3075,maharashtra,2018,4,mumbai,543353
3076,maharashtra,2018,4,aurangabad,534477
3077,maharashtra,2018,4,ahmednagar,439246
3078,maharashtra,2018,4,solapur,419060
3079,maharashtra,2018,4,palghar,414825
3080,maharashtra,2019,1,pune,3038402
3081,maharashtra,2019,1,mumbai suburban,1901210
3082,maharashtra,2019,1,thane,1834051
3083,maharashtra,2019,1,nashik,853648
3084,maharashtra,2019,1,nagpur,765612
3085,maharashtra,2019,1,mumbai,670094
3086,maharashtra,2019,1,aurangabad,644687
3087,maharashtra,2019,1,ahmednagar,532651
3088,maharashtra,2019,1,palghar,521918
3089,maharashtra,2019,1,raigad,509108
3090,maharashtra,2019,2,pune,3514081
3091,maharashtra,2019,2,mumbai suburban,2151657
3092,maharashtra,2019,2,thane,2118406
3093,maharashtra,2019,2,nashik,995687
3094,maharashtra,2019,2,nagpur,887042
3095,maharashtra,2019,2,mumbai,785480
3096,maharashtra,2019,2,aurangabad,736863
3097,maharashtra,2019,2,ahmednagar,614812
3098,maharashtra,2019,2,palghar,608184
3099,maharashtra,2019,2,raigad,594675
3100,maharashtra,2019,3,pune,4004991
3101,maharashtra,2019,3,mumbai suburban,2407754
3102,maharashtra,2019,3,thane,2396815
3103,maharashtra,2019,3,nashik,1155897
3104,maharashtra,2019,3,nagpur,1015333
3105,maharashtra,2019,3,mumbai,889541
3106,maharashtra,2019,3,aurangabad,841802
3107,maharashtra,2019,3,ahmednagar,705492
3108,maharashtra,2019,3,palghar,691229
3109,maharashtra,2019,3,raigad,679155
3110,maharashtra,2019,4,pune,4416899
3111,maharashtra,2019,4,thane,2638051
3112,maharashtra,2019,4,mumbai suburban,2630360
3113,maharashtra,2019,4,nashik,1304611
3114,maharashtra,2019,4,nagpur,1134480
3115,maharashtra,2019,4,mumbai,973018
3116,maharashtra,2019,4,aurangabad,947081
3117,maharashtra,2019,4,ahmednagar,805271
3118,maharashtra,2019,4,palghar,767925
3119,maharashtra,2019,4,raigad,754910
3120,maharashtra,2020,1,pune,4802397
3121,maharashtra,2020,1,thane,2878073
3122,maharashtra,2020,1,mumbai suburban,2843378
3123,maharashtra,2020,1,nashik,1448324
3124,maharashtra,2020,1,nagpur,1251510
3125,maharashtra,2020,1,mumbai,1054509
3126,maharashtra,2020,1,aurangabad,1046306
3127,maharashtra,2020,1,ahmednagar,905962
3128,maharashtra,2020,1,palghar,848560
3129,maharashtra,2020,1,raigad,830643
3130,maharashtra,2020,2,pune,5144688
3131,maharashtra,2020,2,thane,3135101
3132,maharashtra,2020,2,mumbai suburban,3060916
3133,maharashtra,2020,2,nashik,1602650
3134,maharashtra,2020,2,nagpur,1377642
3135,maharashtra,2020,2,aurangabad,1142730
3136,maharashtra,2020,2,mumbai,1141566
3137,maharashtra,2020,2,ahmednagar,1014520
3138,maharashtra,2020,2,palghar,947121
3139,maharashtra,2020,2,solapur,918756
3140,maharashtra,2020,3,pune,5546002
3141,maharashtra,2020,3,thane,3401853
3142,maharashtra,2020,3,mumbai suburban,3304696
3143,maharashtra,2020,3,nashik,1752191
3144,maharashtra,2020,3,nagpur,1502777
3145,maharashtra,2020,3,aurangabad,1244879
3146,maharashtra,2020,3,mumbai,1234355
3147,maharashtra,2020,3,ahmednagar,1123648
3148,maharashtra,2020,3,palghar,1034468
3149,maharashtra,2020,3,solapur,1012518
3150,maharashtra,2020,4,pune,6033615
3151,maharashtra,2020,4,thane,3727358
3152,maharashtra,2020,4,mumbai suburban,3609970
3153,maharashtra,2020,4,nashik,1907318
3154,maharashtra,2020,4,nagpur,1637270
3155,maharashtra,2020,4,aurangabad,1355656
3156,maharashtra,2020,4,mumbai,1347356
3157,maharashtra,2020,4,ahmednagar,1237321
3158,maharashtra,2020,4,palghar,1136061
3159,maharashtra,2020,4,solapur,1113260
3160,maharashtra,2021,1,pune,6481971
3161,maharashtra,2021,1,thane,4014464
3162,maharashtra,2021,1,mumbai suburban,3886500
3163,maharashtra,2021,1,nashik,2049293
3164,maharashtra,2021,1,nagpur,1761562
3165,maharashtra,2021,1,aurangabad,1456891
3166,maharashtra,2021,1,mumbai,1450548
3167,maharashtra,2021,1,ahmednagar,1333477
3168,maharashtra,2021,1,palghar,1225423
3169,maharashtra,2021,1,solapur,1199130
3170,maharashtra,2021,2,pune,6915820
3171,maharashtra,2021,2,thane,4290066
3172,maharashtra,2021,2,mumbai suburban,4151227
3173,maharashtra,2021,2,nashik,2191882
3174,maharashtra,2021,2,nagpur,1883447
3175,maharashtra,2021,2,aurangabad,1557693
3176,maharashtra,2021,2,mumbai,1549784
3177,maharashtra,2021,2,ahmednagar,1429562
3178,maharashtra,2021,2,palghar,1312388
3179,maharashtra,2021,2,solapur,1283601
3180,maharashtra,2021,3,pune,7398336
3181,maharashtra,2021,3,thane,4597394
3182,maharashtra,2021,3,mumbai suburban,4444495
3183,maharashtra,2021,3,nashik,2352259
3184,maharashtra,2021,3,nagpur,2020264
3185,maharashtra,2021,3,aurangabad,1671665
3186,maharashtra,2021,3,mumbai,1659663
3187,maharashtra,2021,3,ahmednagar,1539300
3188,maharashtra,2021,3,palghar,1410321
3189,maharashtra,2021,3,solapur,1380100
3190,maharashtra,2021,4,pune,7880431
3191,maharashtra,2021,4,thane,4906492
3192,maharashtra,2021,4,mumbai suburban,4740546
3193,maharashtra,2021,4,nashik,2510393
3194,maharashtra,2021,4,nagpur,2157149
3195,maharashtra,2021,4,aurangabad,1786190
3196,maharashtra,2021,4,mumbai,1770325
3197,maharashtra,2021,4,ahmednagar,1646991
3198,maharashtra,2021,4,palghar,1508500
3199,maharashtra,2021,4,solapur,1475291
3200,maharashtra,2022,1,pune,8331582
3201,maharashtra,2022,1,thane,5196050
3202,maharashtra,2022,1,mumbai suburban,5017556
3203,maharashtra,2022,1,nashik,2661739
3204,maharashtra,2022,1,nagpur,2286011
3205,maharashtra,2022,1,aurangabad,1894797
3206,maharashtra,2022,1,mumbai,1873643
3207,maharashtra,2022,1,ahmednagar,1749682
3208,maharashtra,2022,1,palghar,1601518
3209,maharashtra,2022,1,solapur,1565902
3210,maharashtra,2022,2,pune,8757249
3211,maharashtra,2022,2,thane,5471749
3212,maharashtra,2022,2,mumbai suburban,5281053
3213,maharashtra,2022,2,nashik,2803471
3214,maharashtra,2022,2,nagpur,2407812
3215,maharashtra,2022,2,aurangabad,1996927
3216,maharashtra,2022,2,mumbai,1972178
3217,maharashtra,2022,2,ahmednagar,1844168
3218,maharashtra,2022,2,palghar,1689875
3219,maharashtra,2022,2,solapur,1649511
3220,maharashtra,2022,3,pune,9194074
3221,maharashtra,2022,3,thane,5757165
3222,maharashtra,2022,3,mumbai suburban,5555095
3223,maharashtra,2022,3,nashik,2948824
3224,maharashtra,2022,3,nagpur,2532986
3225,maharashtra,2022,3,aurangabad,2101234
3226,maharashtra,2022,3,mumbai,2074701
3227,maharashtra,2022,3,ahmednagar,1940071
3228,maharashtra,2022,3,palghar,1781265
3229,maharashtra,2022,3,solapur,1733556
3230,maharashtra,2022,4,pune,9622338
3231,maharashtra,2022,4,thane,6042267
3232,maharashtra,2022,4,mumbai suburban,5831539
3233,maharashtra,2022,4,nashik,3086721
3234,maharashtra,2022,4,nagpur,2655029
3235,maharashtra,2022,4,aurangabad,2201353
3236,maharashtra,2022,4,mumbai,2178155
3237,maharashtra,2022,4,ahmednagar,2027819
3238,maharashtra,2022,4,palghar,1870957
3239,maharashtra,2022,4,solapur,1811044
3240,manipur,2018,1,imphal west,11304
3241,manipur,2018,1,imphal east,6759
3242,manipur,2018,1,thoubal,2764
3243,manipur,2018,1,bishnupur,2371
3244,manipur,2018,1,churachandpur,1524
3245,manipur,2018,1,kangpokpi,1439
3246,manipur,2018,1,kakching,915
3247,manipur,2018,1,ukhrul,602
3248,manipur,2018,1,tamenglong,550
3249,manipur,2018,1,jiribam,460
3250,manipur,2018,2,imphal west,16541
3251,manipur,2018,2,imphal east,10390
3252,manipur,2018,2,thoubal,4771
3253,manipur,2018,2,bishnupur,3751
3254,manipur,2018,2,churachandpur,2362
3255,manipur,2018,2,kangpokpi,2183
3256,manipur,2018,2,kakching,1571
3257,manipur,2018,2,ukhrul,905
3258,manipur,2018,2,tamenglong,824
3259,manipur,2018,2,jiribam,732
3260,manipur,2018,3,imphal west,21696
3261,manipur,2018,3,imphal east,13541
3262,manipur,2018,3,thoubal,6112
3263,manipur,2018,3,bishnupur,5106
3264,manipur,2018,3,churachandpur,3420
3265,manipur,2018,3,kangpokpi,3073
3266,manipur,2018,3,kakching,2326
3267,manipur,2018,3,ukhrul,1346
3268,manipur,2018,3,tamenglong,1268
3269,manipur,2018,3,jiribam,1086
3270,manipur,2018,4,imphal west,28383
3271,manipur,2018,4,imphal east,17777
3272,manipur,2018,4,thoubal,8027
3273,manipur,2018,4,bishnupur,7049
3274,manipur,2018,4,churachandpur,4951
3275,manipur,2018,4,kangpokpi,4249
3276,manipur,2018,4,kakching,3153
3277,manipur,2018,4,ukhrul,1842
3278,manipur,2018,4,tamenglong,1712
3279,manipur,2018,4,jiribam,1393
3280,manipur,2019,1,imphal west,33668
3281,manipur,2019,1,imphal east,21136
3282,manipur,2019,1,thoubal,9529
3283,manipur,2019,1,bishnupur,8537
3284,manipur,2019,1,churachandpur,6138
3285,manipur,2019,1,kangpokpi,5212
3286,manipur,2019,1,kakching,3850
3287,manipur,2019,1,ukhrul,2368
3288,manipur,2019,1,tamenglong,2148
3289,manipur,2019,1,jiribam,1759
3290,manipur,2019,2,imphal west,39303
3291,manipur,2019,2,imphal east,24652
3292,manipur,2019,2,thoubal,10915
3293,manipur,2019,2,bishnupur,10014
3294,manipur,2019,2,churachandpur,7662
3295,manipur,2019,2,kangpokpi,6407
3296,manipur,2019,2,kakching,4599
3297,manipur,2019,2,ukhrul,2981
3298,manipur,2019,2,tamenglong,2628
3299,manipur,2019,2,chandel,2175
3300,manipur,2019,3,imphal west,45268
3301,manipur,2019,3,imphal east,28331
3302,manipur,2019,3,thoubal,12427
3303,manipur,2019,3,bishnupur,11647
3304,manipur,2019,3,churachandpur,9071
3305,manipur,2019,3,kangpokpi,7621
3306,manipur,2019,3,kakching,5355
3307,manipur,2019,3,ukhrul,3488
3308,manipur,2019,3,tamenglong,3085
3309,manipur,2019,3,chandel,2581
3310,manipur,2019,4,imphal west,51063
3311,manipur,2019,4,imphal east,31935
3312,manipur,2019,4,thoubal,14194
3313,manipur,2019,4,bishnupur,13387
3314,manipur,2019,4,churachandpur,10431
3315,manipur,2019,4,kangpokpi,8850
3316,manipur,2019,4,kakching,6126
3317,manipur,2019,4,ukhrul,4091
3318,manipur,2019,4,tamenglong,3651
3319,manipur,2019,4,chandel,3029
3320,manipur,2020,1,imphal west,57485
3321,manipur,2020,1,imphal east,36105
3322,manipur,2020,1,thoubal,16244
3323,manipur,2020,1,bishnupur,15333
3324,manipur,2020,1,churachandpur,12420
3325,manipur,2020,1,kangpokpi,10241
3326,manipur,2020,1,kakching,7075
3327,manipur,2020,1,ukhrul,4892
3328,manipur,2020,1,tamenglong,4169
3329,manipur,2020,1,chandel,3471
3330,manipur,2020,2,imphal west,67897
3331,manipur,2020,2,imphal east,43144
3332,manipur,2020,2,thoubal,20186
3333,manipur,2020,2,bishnupur,19027
3334,manipur,2020,2,churachandpur,15469
3335,manipur,2020,2,kangpokpi,12965
3336,manipur,2020,2,kakching,9028
3337,manipur,2020,2,ukhrul,6223
3338,manipur,2020,2,tamenglong,5158
3339,manipur,2020,2,chandel,4278
3340,manipur,2020,3,imphal west,79723
3341,manipur,2020,3,imphal east,51383
3342,manipur,2020,3,thoubal,24183
3343,manipur,2020,3,bishnupur,22965
3344,manipur,2020,3,churachandpur,19501
3345,manipur,2020,3,kangpokpi,15966
3346,manipur,2020,3,kakching,10752
3347,manipur,2020,3,ukhrul,7657
3348,manipur,2020,3,tamenglong,6475
3349,manipur,2020,3,chandel,5252
3350,manipur,2020,4,imphal west,88777
3351,manipur,2020,4,imphal east,57282
3352,manipur,2020,4,thoubal,26858
3353,manipur,2020,4,bishnupur,25629
3354,manipur,2020,4,churachandpur,21960
3355,manipur,2020,4,kangpokpi,17814
3356,manipur,2020,4,kakching,11913
3357,manipur,2020,4,ukhrul,8651
3358,manipur,2020,4,tamenglong,7322
3359,manipur,2020,4,chandel,5987
3360,manipur,2021,1,imphal west,96101
3361,manipur,2021,1,imphal east,62004
3362,manipur,2021,1,thoubal,29072
3363,manipur,2021,1,bishnupur,27615
3364,manipur,2021,1,churachandpur,23827
3365,manipur,2021,1,kangpokpi,19239
3366,manipur,2021,1,kakching,12888
3367,manipur,2021,1,ukhrul,9372
3368,manipur,2021,1,tamenglong,7960
3369,manipur,2021,1,chandel,6467
3370,manipur,2021,2,imphal west,102833
3371,manipur,2021,2,imphal east,66388
3372,manipur,2021,2,thoubal,31139
3373,manipur,2021,2,bishnupur,29671
3374,manipur,2021,2,churachandpur,25573
3375,manipur,2021,2,kangpokpi,20703
3376,manipur,2021,2,kakching,13816
3377,manipur,2021,2,ukhrul,10142
3378,manipur,2021,2,tamenglong,8580
3379,manipur,2021,2,chandel,6980
3380,manipur,2021,3,imphal west,110506
3381,manipur,2021,3,imphal east,71436
3382,manipur,2021,3,thoubal,33478
3383,manipur,2021,3,bishnupur,31996
3384,manipur,2021,3,churachandpur,27600
3385,manipur,2021,3,kangpokpi,22416
3386,manipur,2021,3,kakching,14924
3387,manipur,2021,3,ukhrul,11045
3388,manipur,2021,3,tamenglong,9326
3389,manipur,2021,3,chandel,7597
3390,manipur,2021,4,imphal west,118056
3391,manipur,2021,4,imphal east,76421
3392,manipur,2021,4,thoubal,35832
3393,manipur,2021,4,bishnupur,34316
3394,manipur,2021,4,churachandpur,29651
3395,manipur,2021,4,kangpokpi,24082
3396,manipur,2021,4,kakching,15985
3397,manipur,2021,4,ukhrul,11949
3398,manipur,2021,4,tamenglong,10063
3399,manipur,2021,4,chandel,8184
3400,manipur,2022,1,imphal west,125131
3401,manipur,2022,1,imphal east,81134
3402,manipur,2022,1,thoubal,38088
3403,manipur,2022,1,bishnupur,36514
3404,manipur,2022,1,churachandpur,31533
3405,manipur,2022,1,kangpokpi,25589
3406,manipur,2022,1,kakching,17014
3407,manipur,2022,1,ukhrul,12728
3408,manipur,2022,1,tamenglong,10719
3409,manipur,2022,1,chandel,8724
3410,manipur,2022,2,imphal west,131901
3411,manipur,2022,2,imphal east,85559
3412,manipur,2022,2,thoubal,40196
3413,manipur,2022,2,bishnupur,38512
3414,manipur,2022,2,churachandpur,33293
3415,manipur,2022,2,kangpokpi,27002
3416,manipur,2022,2,kakching,18011
3417,manipur,2022,2,ukhrul,13435
3418,manipur,2022,2,tamenglong,11310
3419,manipur,2022,2,chandel,9201
3420,manipur,2022,3,imphal west,138892
3421,manipur,2022,3,imphal east,90100
3422,manipur,2022,3,thoubal,42321
3423,manipur,2022,3,bishnupur,40486
3424,manipur,2022,3,churachandpur,35081
3425,manipur,2022,3,kangpokpi,28377
3426,manipur,2022,3,kakching,18979
3427,manipur,2022,3,ukhrul,14002
3428,manipur,2022,3,tamenglong,11830
3429,manipur,2022,3,chandel,9647
3430,manipur,2022,4,imphal west,145422
3431,manipur,2022,4,imphal east,94344
3432,manipur,2022,4,thoubal,44264
3433,manipur,2022,4,bishnupur,42189
3434,manipur,2022,4,churachandpur,36722
3435,manipur,2022,4,kangpokpi,29563
3436,manipur,2022,4,kakching,19797
3437,manipur,2022,4,ukhrul,14415
3438,manipur,2022,4,tamenglong,12297
3439,manipur,2022,4,chandel,9973
3440,meghalaya,2018,1,east khasi hills,9310
3441,meghalaya,2018,1,west garo hills,3671
3442,meghalaya,2018,1,ribhoi,1891
3443,meghalaya,2018,1,east jaintia hills,1419
3444,meghalaya,2018,1,west jaintia hills,736
3445,meghalaya,2018,1,south garo hills,343
3446,meghalaya,2018,1,south west garo hills,299
3447,meghalaya,2018,1,west khasi hills,299
3448,meghalaya,2018,1,north garo hills,254
3449,meghalaya,2018,1,east garo hills,236
3450,meghalaya,2018,2,east khasi hills,12907
3451,meghalaya,2018,2,west garo hills,5289
3452,meghalaya,2018,2,ribhoi,2869
3453,meghalaya,2018,2,east jaintia hills,2051
3454,meghalaya,2018,2,west jaintia hills,1023
3455,meghalaya,2018,2,south garo hills,530
3456,meghalaya,2018,2,south west garo hills,485
3457,meghalaya,2018,2,west khasi hills,472
3458,meghalaya,2018,2,north garo hills,445
3459,meghalaya,2018,2,east garo hills,437
3460,meghalaya,2018,3,east khasi hills,17543
3461,meghalaya,2018,3,west garo hills,7529
3462,meghalaya,2018,3,ribhoi,3889
3463,meghalaya,2018,3,east jaintia hills,2886
3464,meghalaya,2018,3,west jaintia hills,1465
3465,meghalaya,2018,3,south garo hills,821
3466,meghalaya,2018,3,south west garo hills,810
3467,meghalaya,2018,3,north garo hills,737
3468,meghalaya,2018,3,west khasi hills,730
3469,meghalaya,2018,3,east garo hills,694
3470,meghalaya,2018,4,east khasi hills,22845
3471,meghalaya,2018,4,west garo hills,10445
3472,meghalaya,2018,4,ribhoi,5207
3473,meghalaya,2018,4,east jaintia hills,3735
3474,meghalaya,2018,4,west jaintia hills,1861
3475,meghalaya,2018,4,south west garo hills,1115
3476,meghalaya,2018,4,north garo hills,1092
3477,meghalaya,2018,4,east garo hills,1067
3478,meghalaya,2018,4,south garo hills,1057
